19 , 324
18 , 320
19 , 292
19 , 259
17 , 223
16 , 189
14 , 156
12 , 130
10 , 108
9 , 81
8 , 50
7 , 15
6 , -15
4 , -48
3 , -85
1 , -120
0 , -143
-1 , -172
-3 , -200
-4 , -229
-5 , -252
-7 , -274
-8 , -290
-8 , -306
-9 , -313
-10 , -315
-10 , -316
-11 , -316
-11 , -317
-13 , -318
-11 , -318
-10 , -318
-10 , -318
-10 , -316
-11 , -300
-11 , -273
-11 , -244
-9 , -208
-8 , -176
-6 , -144
-5 , -123
-3 , -103
-3 , -80
-1 , -55
0 , -24
1 , 14
2 , 46
4 , 81
5 , 112
7 , 139
8 , 164
9 , 194
11 , 223
12 , 247
14 , 270
15 , 294
15 , 311
16 , 317
17 , 320
18 , 321
20 , 323
19 , 322
18 , 322
19 , 323
18 , 322
18 , 321
18 , 319
18 , 300
18 , 264
17 , 230
16 , 193
14 , 161
13 , 135
11 , 113
10 , 87
8 , 56
7 , 24
5 , -10
4 , -40
2 , -77
1 , -112
-1 , -139
-1 , -167
-3 , -192
-4 , -222
-5 , -248
-7 , -267
-7 , -287
-9 , -305
-9 , -310
-9 , -315
-10 , -316
-11 , -317
-11 , -318
-10 , -318
-11 , -318
-11 , -318
-10 , -318
-9 , -315
-10 , -306
-10 , -277
-9 , -250
-8 , -213
-7 , -180
-6 , -146
-4 , -123
-2 , -106
-1 , -84
0 , -57
1 , -29
2 , 9
3 , 41
4 , 77
5 , 110
7 , 136
8 , 161
9 , 187
11 , 215
12 , 242
13 , 265
15 , 288
15 , 307
16 , 314
17 , 319
17 , 321
19 , 323
18 , 321
19 , 322
17 , 323
18 , 322
18 , 323
18 , 320
18 , 304
18 , 271
17 , 237
16 , 201
14 , 166
12 , 139
11 , 116
9 , 92
8 , 62
7 , 29
6 , -5
4 , -34
2 , -72
1 , -107
0 , -135
-1 , -158
-3 , -184
-4 , -216
-5 , -242
-6 , -263
-8 , -284
-9 , -302
-9 , -310
-10 , -314
-5 , -315
-12 , -317
-12 , -318
-12 , -318
-11 , -319
-11 , -319
-11 , -318
-12 , -318
-11 , -312
-11 , -282
-11 , -258
-14 , -223
-9 , -188
-8 , -156
-6 , -130
-5 , -113
-3 , -90
-2 , -66
-1 , -38
0 , -1
1 , 34
3 , 68
4 , 102
6 , 129
6 , 152
8 , 183
10 , 211
11 , 239
12 , 260
14 , 286
15 , 303
15 , 312
16 , 317
17 , 318
18 , 321
17 , 321
17 , 321
18 , 321
17 , 322
18 , 322
17 , 322
18 , 309
17 , 277
17 , 242
16 , 206
14 , 170
13 , 142
11 , 119
9 , 96
8 , 67
7 , 34
6 , -1
4 , -31
2 , -66
1 , -102
0 , -132
-1 , -156
-4 , -180
-4 , -209
-5 , -236
-6 , -257
-7 , -281
-9 , -298
-9 , -308
-10 , -312
-11 , -317
-11 , -317
-13 , -317
-13 , -319
-12 , -318
-12 , -319
-12 , -319
-11 , -319
-11 , -313
-12 , -293
-12 , -267
-11 , -237
-10 , -201
-8 , -168
-7 , -136
-5 , -118
-4 , -97
-2 , -75
-2 , -47
0 , -15
0 , 21
2 , 56
4 , 89
6 , 120
6 , 144
8 , 172
9 , 200
11 , 228
12 , 252
12 , 276
14 , 297
15 , 311
16 , 315
16 , 320
16 , 320
17 , 321
17 , 321
17 , 322
18 , 322
17 , 322
17 , 322
17 , 316
17 , 288
18 , 255
16 , 218
14 , 183
13 , 155
12 , 126
10 , 106
8 , 77
7 , 47
5 , 13
4 , -18
3 , -53
2 , -89
0 , -121
-3 , -146
-3 , -171
-4 , -198
-5 , -228
-6 , -251
-6 , -273
-8 , -292
-9 , -308
-10 , -311
-11 , -315
-11 , -316
-12 , -318
-13 , -319
-13 , -319
-13 , -320
-12 , -320
-11 , -319
-12 , -317
-12 , -303
-12 , -273
-11 , -246
-10 , -210
-9 , -174
-7 , -143
-5 , -123
-4 , -104
-3 , -82
-3 , -54
-1 , -26
-1 , 14
1 , 47
2 , 82
4 , 111
6 , 138
7 , 162
9 , 191
10 , 218
13 , 245
12 , 267
13 , 290
14 , 309
15 , 314
16 , 318
16 , 319
18 , 321
17 , 322
17 , 321
17 , 321
18 , 322
17 , 322
17 , 318
17 , 299
17 , 266
17 , 230
15 , 195
13 , 161
11 , 136
10 , 112
8 , 89
7 , 58
6 , 24
5 , -8
1 , -39
2 , -76
0 , -112
-1 , -138
-2 , -165
-3 , -189
-6 , -220
-6 , -247
-7 , -269
-9 , -292
-10 , -307
-10 , -313
-11 , -316
-11 , -317
-13 , -319
-13 , -319
-12 , -319
-14 , -319
-11 , -319
-13 , -317
-12 , -315
-12 , -287
-12 , -260
-11 , -226
-10 , -188
-8 , -155
-7 , -128
-5 , -111
-3 , -86
-2 , -60
-1 , -29
0 , 12
1 , 46
3 , 83
4 , 114
6 , 142
7 , 172
8 , 196
10 , 223
11 , 247
12 , 269
13 , 292
14 , 308
15 , 313
16 , 318
16 , 319
17 , 320
17 , 320
17 , 321
18 , 322
18 , 323
18 , 320
18 , 321
17 , 314
18 , 286
17 , 255
16 , 221
15 , 187
13 , 157
11 , 133
9 , 110
8 , 87
7 , 58
6 , 26
4 , -5
3 , -33
2 , -69
0 , -103
-1 , -131
-3 , -153
-3 , -177
-5 , -204
-6 , -235
-7 , -258
-9 , -281
-9 , -302
-11 , -311
-11 , -314
-11 , -316
-12 , -317
-13 , -318
-13 , -319
-13 , -320
-12 , -318
-11 , -320
-12 , -317
-12 , -305
-13 , -275
-11 , -244
-11 , -207
-8 , -171
-6 , -139
-4 , -118
-3 , -97
-1 , -71
0 , -42
0 , -7
2 , 34
4 , 68
5 , 103
6 , 130
8 , 157
9 , 181
10 , 209
11 , 234
12 , 256
13 , 277
14 , 298
14 , 310
16 , 318
16 , 319
17 , 323
19 , 322
17 , 319
17 , 321
17 , 322
17 , 323
17 , 321
17 , 320
17 , 308
17 , 277
16 , 245
15 , 211
14 , 178
12 , 149
10 , 125
9 , 105
8 , 78
6 , 48
5 , 16
4 , -15
3 , -45
1 , -81
0 , -112
-1 , -138
-3 , -166
-4 , -191
-5 , -222
-6 , -248
-8 , -270
-9 , -294
-10 , -308
-11 , -312
-12 , -316
-12 , -318
-13 , -318
-13 , -320
-13 , -320
-12 , -320
-13 , -320
-11 , -320
-13 , -312
-12 , -287
-12 , -260
-10 , -225
-4 , -187
-8 , -154
-7 , -129
-5 , -109
-3 , -85
-3 , -58
-1 , -28
0 , 15
1 , 49
2 , 85
4 , 116
5 , 142
6 , 169
8 , 196
9 , 221
11 , 244
12 , 267
13 , 289
13 , 307
15 , 311
15 , 317
16 , 319
17 , 319
17 , 320
16 , 320
17 , 322
17 , 322
13 , 321
17 , 320
17 , 315
17 , 286
16 , 254
16 , 221
14 , 187
12 , 157
11 , 133
9 , 112
8 , 86
7 , 57
5 , 26
4 , -5
3 , -35
2 , -69
0 , -104
-2 , -131
-3 , -154
-5 , -182
-6 , -213
-6 , -242
-7 , -266
-9 , -286
-10 , -305
-11 , -310
-11 , -315
-10 , -317
-13 , -319
-13 , -319
-13 , -320
-14 , -319
-13 , -320
-12 , -319
-12 , -317
-12 , -295
-13 , -269
-12 , -236
-11 , -199
-9 , -162
-7 , -134
-6 , -114
-9 , -93
-4 , -67
-2 , -37
-1 , 2
1 , 38
2 , 74
3 , 108
5 , 134
7 , 166
8 , 190
9 , 220
10 , 243
11 , 265
12 , 288
13 , 305
14 , 312
15 , 315
16 , 318
17 , 321
17 , 319
17 , 319
17 , 319
17 , 320
17 , 320
16 , 321
16 , 315
17 , 288
16 , 259
16 , 223
14 , 190
11 , 158
10 , 132
9 , 114
8 , 87
6 , 59
5 , 29
4 , -2
3 , -33
1 , -67
0 , -103
-1 , -130
-2 , -154
-4 , -182
-5 , -212
-7 , -242
-8 , -264
-9 , -285
-10 , -305
-11 , -312
-11 , -315
-12 , -317
-13 , -318
-14 , -318
-14 , -320
-14 , -321
-13 , -320
-12 , -318
-12 , -317
-13 , -297
-13 , -268
-13 , -236
-11 , -197
-10 , -164
-8 , -135
-7 , -113
-4 , -93
-3 , -66
-2 , -37
-1 , 3
0 , 38
2 , 75
4 , 108
5 , 135
6 , 163
7 , 188
9 , 214
10 , 240
11 , 261
12 , 283
13 , 302
14 , 312
15 , 316
15 , 318
16 , 319
16 , 318
16 , 319
16 , 320
17 , 320
16 , 320
16 , 320
16 , 317
16 , 297
16 , 267
16 , 232
14 , 197
13 , 164
11 , 139
9 , 119
8 , 96
7 , 68
6 , 37
4 , 7
3 , -24
2 , -56
0 , -92
-2 , -123
-3 , -146
-3 , -174
-5 , -200
-6 , -233
-8 , -256
-8 , -279
-10 , -299
-14 , -308
-11 , -314
-11 , -317
-13 , -319
-14 , -318
-13 , -320
-14 , -320
-13 , -321
-13 , -322
-13 , -319
-12 , -309
-13 , -276
-11 , -249
-12 , -210
-10 , -177
-9 , -143
-6 , -122
-5 , -102
-4 , -77
-3 , -50
-2 , -13
-1 , 27
1 , 61
3 , 98
4 , 125
4 , 152
6 , 176
8 , 203
10 , 227
11 , 253
12 , 273
13 , 294
14 , 309
14 , 313
15 , 315
16 , 318
17 , 320
16 , 321
16 , 319
16 , 319
16 , 321
16 , 321
16 , 319
16 , 311
16 , 279
16 , 247
15 , 214
9 , 179
12 , 150
10 , 126
8 , 106
7 , 79
6 , 51
5 , 20
3 , -11
2 , -42
1 , -77
0 , -110
-3 , -137
-4 , -161
-5 , -186
-6 , -218
-7 , -245
-7 , -269
-9 , -289
-10 , -307
-12 , -313
-12 , -316
-12 , -318
-13 , -320
-14 , -320
-14 , -318
-13 , -319
-13 , -319
-13 , -320
-13 , -315
-13 , -292
-13 , -264
-12 , -230
-11 , -193
-9 , -158
-7 , -133
-6 , -111
-4 , -90
-3 , -62
-2 , -33
0 , 7
1 , 43
3 , 81
4 , 112
6 , 140
8 , 167
9 , 193
11 , 219
11 , 245
12 , 265
13 , 288
15 , 307
15 , 314
16 , 318
16 , 319
17 , 320
17 , 321
17 , 320
17 , 322
17 , 320
16 , 322
16 , 321
16 , 316
16 , 294
16 , 263
16 , 227
14 , 193
13 , 162
11 , 136
10 , 114
8 , 90
6 , 63
5 , 34
4 , 0
2 , -28
2 , -62
0 , -98
-2 , -126
-3 , -151
-4 , -174
-6 , -201
-6 , -232
-8 , -256
-9 , -278
-10 , -299
-11 , -310
-11 , -316
-12 , -317
-13 , -319
-14 , -319
-14 , -320
-13 , -320
-13 , -320
-13 , -321
-12 , -319
-13 , -308
-13 , -276
-13 , -251
-11 , -209
-10 , -176
-9 , -142
-7 , -124
-5 , -100
-4 , -78
-3 , -48
-2 , -14
-1 , 25
0 , 60
2 , 97
4 , 124
5 , 151
7 , 182
8 , 209
10 , 235
11 , 257
12 , 279
13 , 299
13 , 310
14 , 313
15 , 316
15 , 318
16 , 319
16 , 320
15 , 320
16 , 320
16 , 321
16 , 320
16 , 316
16 , 301
16 , 269
15 , 236
14 , 201
13 , 168
10 , 145
9 , 120
8 , 98
7 , 69
6 , 39
4 , 9
2 , -21
8 , -53
0 , -90
-1 , -120
-3 , -145
-4 , -170
-5 , -197
-7 , -227
-8 , -252
-9 , -274
-10 , -296
-11 , -310
-12 , -316
-12 , -317
-13 , -319
-14 , -321
-14 , -320
-13 , -321
-14 , -320
-12 , -322
-13 , -318
-13 , -310
-13 , -279
-13 , -255
-11 , -217
-11 , -182
-9 , -149
-7 , -126
-5 , -106
-4 , -81
-3 , -54
-2 , -20
-1 , 20
0 , 54
1 , 91
3 , 120
5 , 147
6 , 174
8 , 201
9 , 225
10 , 251
11 , 273
12 , 293
13 , 309
14 , 313
15 , 316
15 , 318
16 , 319
16 , 319
16 , 319
16 , 320
16 , 320
16 , 320
17 , 319
16 , 308
16 , 276
15 , 246
15 , 212
13 , 177
11 , 149
9 , 126
8 , 104
6 , 79
5 , 52
5 , 19
3 , -13
1 , -43
0 , -78
-1 , -111
-3 , -137
-3 , -161
-5 , -188
-7 , -219
-8 , -243
-9 , -268
-10 , -290
-10 , -307
-12 , -313
-12 , -316
-13 , -319
-14 , -320
-15 , -321
-15 , -320
-14 , -321
-14 , -321
-13 , -319
-13 , -315
-13 , -291
-13 , -265
-12 , -232
-11 , -194
-10 , -158
-8 , -134
-6 , -113
-5 , -91
-4 , -65
-3 , -34
-2 , 4
-1 , 41
2 , 78
3 , 110
4 , 137
6 , 166
7 , 195
9 , 223
10 , 245
11 , 271
12 , 292
13 , 309
14 , 314
14 , 316
14 , 318
16 , 319
16 , 319
14 , 320
16 , 320
15 , 320
17 , 319
16 , 317
16 , 293
16 , 260
15 , 224
13 , 188
12 , 155
10 , 130
8 , 109
8 , 80
5 , 51
4 , 18
3 , -15
1 , -47
0 , -83
-1 , -119
-3 , -144
-4 , -170
-5 , -193
-6 , -224
-7 , -250
-9 , -270
-10 , -290
-11 , -308
-12 , -315
-12 , -317
-13 , -318
-14 , -319
-14 , -320
-14 , -321
-15 , -321
-14 , -320
-13 , -320
-14 , -318
-13 , -310
-14 , -280
-13 , -256
-12 , -221
-11 , -185
-9 , -154
-8 , -130
-6 , -114
-5 , -89
-5 , -62
-3 , -36
-2 , 2
-1 , 36
1 , 71
2 , 103
4 , 129
5 , 157
6 , 183
8 , 211
9 , 239
10 , 261
12 , 284
12 , 305
13 , 311
14 , 315
14 , 317
16 , 318
15 , 319
16 , 318
15 , 319
16 , 318
16 , 320
15 , 320
16 , 306
16 , 272
15 , 236
14 , 203
12 , 166
10 , 140
9 , 117
7 , 90
5 , 62
4 , 28
3 , -3
1 , -36
0 , -70
-2 , -108
-2 , -135
-3 , -162
-5 , -187
-6 , -215
-8 , -243
-9 , -265
-10 , -285
-11 , -303
-12 , -313
-12 , -316
-13 , -318
-13 , -320
-15 , -321
-15 , -321
-14 , -321
-14 , -321
-14 , -320
-13 , -320
-14 , -314
-14 , -288
-14 , -262
-13 , -230
-11 , -194
-10 , -162
-8 , -135
-7 , -116
-6 , -93
-5 , -71
-3 , -43
-3 , -8
-1 , 26
0 , 61
2 , 96
3 , 122
4 , 148
6 , 177
8 , 207
10 , 235
11 , 258
13 , 282
14 , 304
14 , 314
16 , 317
16 , 319
17 , 322
17 , 322
17 , 322
18 , 321
17 , 322
17 , 322
16 , 320
16 , 312
22 , 279
16 , 245
15 , 208
13 , 170
11 , 143
9 , 120
8 , 96
6 , 66
6 , 35
3 , 3
3 , -30
1 , -64
-1 , -103
-2 , -132
-3 , -160
-5 , -184
-6 , -213
-7 , -241
-11 , -263
-9 , -283
-10 , -302
-12 , -311
-12 , -317
-13 , -317
-13 , -319
-14 , -321
-14 , -320
-13 , -321
-14 , -322
-13 , -321
-13 , -320
-13 , -315
-14 , -291
-14 , -265
-13 , -233
-12 , -195
-10 , -164
-9 , -136
-7 , -118
-5 , -99
-4 , -75
-3 , -49
-3 , -13
-1 , 23
0 , 56
1 , 90
3 , 118
4 , 144
6 , 171
7 , 199
8 , 225
9 , 250
10 , 273
12 , 295
12 , 308
14 , 314
14 , 317
15 , 319
16 , 318
16 , 319
16 , 318
15 , 320
16 , 320
16 , 319
15 , 315
15 , 287
15 , 254
14 , 220
12 , 182
11 , 151
9 , 127
8 , 105
6 , 75
5 , 46
4 , 11
2 , -19
0 , -53
-1 , -88
-2 , -124
-3 , -149
-5 , -176
-6 , -203
-7 , -232
-9 , -255
-10 , -278
-11 , -297
-12 , -309
-12 , -314
-13 , -319
-13 , -320
-15 , -320
-14 , -321
-14 , -321
-14 , -321
-14 , -322
-13 , -322
-14 , -319
-14 , -299
-14 , -273
-13 , -243
-12 , -206
-11 , -173
-9 , -143
-8 , -123
-6 , -105
-6 , -80
-4 , -54
-3 , -24
-2 , 14
5 , 46
1 , 83
2 , 112
4 , 138
5 , 168
7 , 196
8 , 221
10 , 247
11 , 268
11 , 292
12 , 307
13 , 313
14 , 316
14 , 318
16 , 317
15 , 319
15 , 318
16 , 319
15 , 321
15 , 319
15 , 312
15 , 285
15 , 249
14 , 216
13 , 178
11 , 150
8 , 124
8 , 101
6 , 71
5 , 42
3 , 7
2 , -24
1 , -58
0 , -94
-2 , -128
-4 , -156
-5 , -180
-6 , -208
-8 , -234
-9 , -258
-10 , -279
-11 , -298
-11 , -312
-12 , -314
-13 , -317
-13 , -320
-15 , -319
-14 , -320
-14 , -320
-15 , -322
-14 , -321
-13 , -320
-14 , -316
-14 , -292
-14 , -267
-13 , -238
-13 , -203
-10 , -169
-9 , -139
-7 , -120
-6 , -97
-5 , -75
-4 , -48
-3 , -15
-2 , 22
0 , 56
1 , 92
2 , 119
3 , 145
6 , 173
7 , 202
8 , 229
9 , 253
11 , 276
12 , 298
13 , 310
13 , 312
14 , 317
15 , 318
14 , 317
15 , 318
16 , 319
15 , 319
16 , 319
14 , 320
15 , 312
15 , 281
15 , 247
14 , 211
12 , 176
10 , 147
9 , 122
7 , 100
5 , 70
4 , 39
3 , 4
2 , -25
1 , -62
-1 , -99
-2 , -130
-4 , -154
-5 , -180
-6 , -205
-7 , -236
-9 , -258
-10 , -279
-11 , -298
-12 , -311
-12 , -315
-13 , -318
-13 , -318
-14 , -319
-14 , -321
-14 , -320
-14 , -321
-14 , -321
-13 , -323
-14 , -316
-14 , -296
-14 , -271
-13 , -240
-12 , -202
-11 , -171
-9 , -141
-7 , -121
-6 , -102
-5 , -79
-4 , -49
-3 , -19
-2 , 19
0 , 53
1 , 89
3 , 117
4 , 142
5 , 166
6 , 193
8 , 221
9 , 246
11 , 268
11 , 292
12 , 309
13 , 314
14 , 315
14 , 317
14 , 318
15 , 318
15 , 320
15 , 319
16 , 320
15 , 319
15 , 314
15 , 291
15 , 256
14 , 221
13 , 184
11 , 154
7 , 127
7 , 106
6 , 79
5 , 48
3 , 13
2 , -19
1 , -52
0 , -86
-2 , -123
-3 , -148
-5 , -174
-6 , -200
-7 , -230
-8 , -252
-11 , -276
-11 , -295
-12 , -309
-13 , -315
-13 , -317
-14 , -319
-14 , -320
-15 , -320
-14 , -321
-15 , -321
-14 , -322
-13 , -322
-13 , -318
-14 , -302
-14 , -272
-14 , -246
-13 , -208
-11 , -175
-9 , -144
-8 , -123
-6 , -105
-5 , -81
-4 , -56
-3 , -25
-2 , 14
-1 , 46
1 , 83
2 , 112
4 , 139
5 , 165
6 , 193
8 , 220
9 , 245
10 , 268
12 , 291
13 , 308
13 , 313
14 , 317
14 , 318
16 , 318
16 , 321
16 , 319
16 , 322
16 , 324
16 , 322
17 , 318
